contactsaddressid,vanid,zip5,zip4,latitude,longitude,datecreated,dateunsubscribed
546320,100552833,11233,,,,9/11/19,
546320,100552833,11233,,,,9/11/19,
546320,100552833,11233,,,,9/11/19,
546320,100552833,11233,,,,9/11/19,
546320,100552833,11233,,,,9/11/19,
546320,100552833,11233,,,,9/11/19,
546320,100552833,11233,,,,9/11/19,
546320,100552833,11233,,,,9/11/19,
546320,100552833,11233,,,,9/11/19,
546320,100552833,11233,,,,9/11/19,
546892,100553405,80220,,,,11/19/19,
546892,100553405,80220,,,,11/19/19,4/23/19
546892,100553405,80220,,,,11/19/19,
546892,100553405,80220,,,,11/19/19,
546892,100553405,80220,,,,11/19/19,4/23/19
546892,100553405,80220,,,,11/19/19,
546892,100553405,80220,,,,11/19/19,
546892,100553405,80220,,,,11/19/19,4/23/19
546892,100553405,80220,,,,11/19/19,
552326,100558839,45233,,,,9/11/19,
552326,100558839,45233,,,,9/11/19,
552326,100558839,45233,,,,9/11/19,11/7/20
552326,100558839,45233,,,,9/11/19,
552326,100558839,45233,,,,9/11/19,
552326,100558839,45233,,,,9/11/19,11/7/20
552326,100558839,45233,,,,9/11/19,
552326,100558839,45233,,,,9/11/19,
552326,100558839,45233,,,,9/11/19,11/7/20
552326,100558839,45233,,,,9/11/19,
552326,100558839,45233,,,,9/11/19,
552326,100558839,45233,,,,9/11/19,11/7/20
552326,100558839,45233,,,,9/11/19,
552326,100558839,45233,,,,9/11/19,
552326,100558839,45233,,,,9/11/19,11/7/20
558609,100565122,43201,,,,9/11/19,
558609,100565122,43201,,,,9/11/19,12/3/19
558609,100565122,43201,,,,9/11/19,
558609,100565122,43201,,,,9/11/19,12/3/19
558609,100565122,43201,,,,9/11/19,
558609,100565122,43201,,,,9/11/19,12/3/19
558609,100565122,43201,,,,9/11/19,
558609,100565122,43201,,,,9/11/19,12/3/19
558609,100565122,43201,,,,9/11/19,
558609,100565122,43201,,,,9/11/19,12/3/19
568743,100575256,34698,,,,9/11/19,
568743,100575256,34698,,,,9/11/19,
568743,100575256,34698,,,,9/11/19,
568743,100575256,34698,,,,9/11/19,
568743,100575256,34698,,,,9/11/19,
568743,100575256,34698,,,,9/11/19,
568743,100575256,34698,,,,9/11/19,
568743,100575256,34698,,,,9/11/19,
568743,100575256,34698,,,,9/11/19,
568743,100575256,34698,,,,9/11/19,
568743,100575256,34698,,,,9/11/19,
568743,100575256,34698,,,,9/11/19,
565769,100572282,70065,,,,9/11/19,
565769,100572282,70065,,,,9/11/19,12/3/19
565769,100572282,70065,,,,9/11/19,
565769,100572282,70065,,,,9/11/19,12/3/19
565769,100572282,70065,,,,9/11/19,
565769,100572282,70065,,,,9/11/19,12/3/19
565769,100572282,70065,,,,9/11/19,
565769,100572282,70065,,,,9/11/19,12/3/19
565769,100572282,70065,,,,9/11/19,
565769,100572282,70065,,,,9/11/19,12/3/19
546377,100552890,32714,,,,9/11/19,
546377,100552890,32714,,,,9/11/19,
546377,100552890,32714,,,,9/11/19,
546377,100552890,32714,,,,9/11/19,
546377,100552890,32714,,,,9/11/19,
546377,100552890,32714,,,,9/11/19,
546377,100552890,32714,,,,9/11/19,
537338,100543851,32801,,,,9/11/19,
537338,100543851,32801,,,,9/11/19,
537338,100543851,32801,,,,9/11/19,
537338,100543851,32801,,,,9/11/19,
537338,100543851,32801,,,,9/11/19,
537338,100543851,32801,,,,9/11/19,
537573,100544086,30087,,,,9/11/19,
537573,100544086,30087,,,,9/11/19,
537573,100544086,30087,,,,9/11/19,
537573,100544086,30087,,,,9/11/19,
537573,100544086,30087,,,,9/11/19,
537573,100544086,30087,,,,9/11/19,
537573,100544086,30087,,,,9/11/19,
537573,100544086,30087,,,,9/11/19,
591351,100597864,22203,2838,,,11/7/19,
591351,100597864,22203,2838,,,11/7/19,
591351,100597864,22203,2838,,,9/11/19,
591351,100597864,22203,2838,,,9/11/19,
591351,100597864,22203,2838,,,9/11/19,
591351,100597864,22203,2838,,,9/11/19,
591351,100597864,22203,2838,,,9/11/19,
591351,100597864,22203,2838,,,9/11/19,
591351,100597864,22203,2838,,,9/11/19,
591351,100597864,22203,2838,,,9/11/19,
555397,100561910,80634,4307,,,9/11/19,4/12/22
555397,100561910,80634,4307,,,9/11/19,11/21/20
555397,100561910,80634,4307,,,9/11/19,4/12/22
555397,100561910,80634,4307,,,9/11/19,11/21/20
555397,100561910,80634,4307,,,9/11/19,4/12/22
555397,100561910,80634,4307,,,9/11/19,11/21/20
555397,100561910,80634,4307,,,9/11/19,4/12/22
555397,100561910,80634,4307,,,9/11/19,11/21/20
555397,100561910,80634,4307,,,9/11/19,4/12/22
555397,100561910,80634,4307,,,9/11/19,11/21/20
555397,100561910,80634,4307,,,9/11/19,4/12/22
555397,100561910,80634,4307,,,9/11/19,11/21/20
555397,100561910,80634,4307,,,9/11/19,4/12/22
555397,100561910,80634,4307,,,9/11/19,11/21/20
556291,100562804,,,,,11/19/19,
556291,100562804,,,,,11/19/19,4/15/19
556291,100562804,,,,,11/19/19,
556291,100562804,,,,,11/19/19,4/15/19
556291,100562804,,,,,11/19/19,
556291,100562804,,,,,11/19/19,4/15/19
556291,100562804,,,,,11/19/19,
556291,100562804,,,,,11/19/19,4/15/19
562912,100569425,98407,2208,,,9/11/19,
562912,100569425,98407,2208,,,9/11/19,
562912,100569425,98407,2208,,,9/11/19,
562912,100569425,98407,2208,,,9/11/19,
562912,100569425,98407,2208,,,9/11/19,
562912,100569425,98407,2208,,,9/11/19,
562912,100569425,98407,2208,,,9/11/19,
562912,100569425,98407,2208,,,9/11/19,
562912,100569425,98407,2208,,,9/11/19,
562912,100569425,98407,2208,,,9/11/19,
562912,100569425,98407,2208,,,9/11/19,
562912,100569425,98407,2208,,,9/11/19,
562912,100569425,98407,2208,,,9/11/19,
562912,100569425,98407,2208,,,9/11/19,
562912,100569425,98407,2208,,,9/11/19,
568821,100575334,46375,,,,9/11/19,
568821,100575334,46375,,,,9/11/19,9/25/19
568821,100575334,46375,,,,9/11/19,
568821,100575334,46375,,,,9/11/19,
568821,100575334,46375,,,,9/11/19,9/25/19
568821,100575334,46375,,,,9/11/19,
568821,100575334,46375,,,,9/11/19,
568821,100575334,46375,,,,9/11/19,9/25/19
568821,100575334,46375,,,,9/11/19,
568821,100575334,46375,,,,9/11/19,
568821,100575334,46375,,,,9/11/19,9/25/19
568821,100575334,46375,,,,9/11/19,
568821,100575334,46375,,,,9/11/19,
568821,100575334,46375,,,,9/11/19,9/25/19
568821,100575334,46375,,,,9/11/19,
580173,100586686,85017,,,,9/11/19,
580173,100586686,85017,,,,9/11/19,
580173,100586686,85017,,,,9/11/19,
580173,100586686,85017,,,,9/11/19,
580173,100586686,85017,,,,9/11/19,
580173,100586686,85017,,,,9/11/19,
580173,100586686,85017,,,,9/11/19,
580173,100586686,85017,,,,9/11/19,
580173,100586686,85017,,,,9/11/19,
580173,100586686,85017,,,,9/11/19,
584796,100591309,27713,,,,9/11/19,
584796,100591309,27713,,,,9/11/19,
584796,100591309,27713,,,,9/11/19,
584796,100591309,27713,,,,9/11/19,
584796,100591309,27713,,,,9/11/19,
584796,100591309,27713,,,,9/11/19,
584796,100591309,27713,,,,9/11/19,
584796,100591309,27713,,,,9/11/19,
584796,100591309,27713,,,,9/11/19,
584796,100591309,27713,,,,9/11/19,
548051,100554564,63109,,,,9/11/19,
548051,100554564,63109,,,,9/11/19,12/1/20
548051,100554564,63109,,,,9/11/19,
548051,100554564,63109,,,,9/11/19,12/1/20
548051,100554564,63109,,,,9/11/19,
548051,100554564,63109,,,,9/11/19,12/1/20
548051,100554564,63109,,,,9/11/19,
548051,100554564,63109,,,,9/11/19,12/1/20
556340,100562853,94028,,,,9/11/19,
556340,100562853,94028,,,,9/11/19,
556340,100562853,94028,,,,9/11/19,
556340,100562853,94028,,,,9/11/19,
556340,100562853,94028,,,,9/11/19,
556340,100562853,94028,,,,9/11/19,
556340,100562853,94028,,,,9/11/19,
556340,100562853,94028,,,,9/11/19,
556340,100562853,94028,,,,9/11/19,
556340,100562853,94028,,,,9/11/19,
561082,100567595,2356,,,,9/11/19,
561082,100567595,2356,,,,9/11/19,
561082,100567595,2356,,,,9/11/19,
561082,100567595,2356,,,,9/11/19,
561082,100567595,2356,,,,9/11/19,
561082,100567595,2356,,,,9/11/19,
561082,100567595,2356,,,,9/11/19,
561082,100567595,2356,,,,9/11/19,
561082,100567595,2356,,,,9/11/19,
561082,100567595,2356,,,,9/11/19,
571287,100577800,45011,,,,9/11/19,
571287,100577800,45011,,,,9/11/19,
571287,100577800,45011,,,,9/11/19,
571287,100577800,45011,,,,9/11/19,
571287,100577800,45011,,,,9/11/19,
571287,100577800,45011,,,,9/11/19,
571287,100577800,45011,,,,9/11/19,
571287,100577800,45011,,,,9/11/19,
571287,100577800,45011,,,,9/11/19,
571287,100577800,45011,,,,9/11/19,
535660,100542173,33067,2446,,,10/29/19,
535660,100542173,33067,2446,,,10/29/19,
535660,100542173,33067,2446,,,10/29/19,
535660,100542173,33067,2446,,,10/29/19,
535660,100542173,33067,2446,,,10/29/19,
547541,100554054,15228,,,,4/29/20,
547541,100554054,15228,,,,4/29/20,9/21/21
547541,100554054,15228,,,,4/29/20,
547541,100554054,15228,,,,4/29/20,9/25/19
547541,100554054,15228,,,,4/29/20,9/21/22
556022,100562535,29715,,,,9/11/19,
556022,100562535,29715,,,,9/11/19,
556022,100562535,29715,,,,9/11/19,4/22/19
556022,100562535,29715,,,,9/11/19,
556022,100562535,29715,,,,9/11/19,
556022,100562535,29715,,,,9/11/19,4/22/19
556022,100562535,29715,,,,9/11/19,
556022,100562535,29715,,,,9/11/19,
556022,100562535,29715,,,,9/11/19,4/22/19
556022,100562535,29715,,,,9/11/19,
556022,100562535,29715,,,,9/11/19,
556022,100562535,29715,,,,9/11/19,4/22/19
556022,100562535,29715,,,,9/11/19,
556022,100562535,29715,,,,9/11/19,
556022,100562535,29715,,,,9/11/19,4/22/19
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,9/25/19
542391,100548904,32667,,,,10/29/19,12/4/19
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,9/25/19
542391,100548904,32667,,,,10/29/19,12/4/19
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,9/25/19
542391,100548904,32667,,,,10/29/19,12/4/19
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,9/25/19
542391,100548904,32667,,,,10/29/19,12/4/19
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,
542391,100548904,32667,,,,10/29/19,9/25/19
542391,100548904,32667,,,,10/29/19,12/4/19
542391,100548904,32667,,,,10/29/19,
556358,100562871,,,,,9/11/19,8/6/20
556358,100562871,,,,,9/11/19,
556358,100562871,,,,,9/11/19,11/16/21
556358,100562871,,,,,9/11/19,8/6/20
556358,100562871,,,,,9/11/19,
556358,100562871,,,,,9/11/19,11/16/21
556358,100562871,,,,,9/11/19,8/6/20
556358,100562871,,,,,9/11/19,
556358,100562871,,,,,9/11/19,11/16/21
556358,100562871,,,,,9/11/19,8/6/20
556358,100562871,,,,,9/11/19,
556358,100562871,,,,,9/11/19,11/16/21
556358,100562871,,,,,9/11/19,8/6/20
556358,100562871,,,,,9/11/19,
556358,100562871,,,,,9/11/19,11/16/21
556358,100562871,,,,,9/11/19,8/6/20
556358,100562871,,,,,9/11/19,
556358,100562871,,,,,9/11/19,11/16/21
580039,100586552,34746,,,,10/29/19,
580039,100586552,34746,,,,10/29/19,
580039,100586552,34746,,,,10/29/19,
580039,100586552,34746,,,,10/29/19,
580039,100586552,34746,,,,10/29/19,
580039,100586552,34746,,,,10/29/19,
580039,100586552,34746,,,,10/29/19,
580039,100586552,34746,,,,10/29/19,
580039,100586552,34746,,,,10/29/19,
580039,100586552,34746,,,,10/29/19,
582166,100588679,80238,,,,9/11/19,
582166,100588679,80238,,,,9/11/19,
582166,100588679,80238,,,,9/11/19,
582166,100588679,80238,,,,9/11/19,
582166,100588679,80238,,,,9/11/19,
536019,100542532,70802,,,,9/11/19,
536019,100542532,70802,,,,9/11/19,
536019,100542532,70802,,,,9/11/19,
536019,100542532,70802,,,,9/11/19,
536019,100542532,70802,,,,9/11/19,
536019,100542532,70802,,,,9/11/19,
536019,100542532,70802,,,,9/11/19,
536019,100542532,70802,,,,9/11/19,
536019,100542532,70802,,,,9/11/19,
536019,100542532,70802,,,,9/11/19,
539511,100546024,80104,,,,9/11/19,
539511,100546024,80104,,,,9/11/19,
539511,100546024,80104,,,,9/11/19,
539511,100546024,80104,,,,9/11/19,
539511,100546024,80104,,,,9/11/19,
547480,100553993,19426,,,,9/11/19,
547480,100553993,19426,,,,9/11/19,
547480,100553993,19426,,,,9/11/19,
547480,100553993,19426,,,,9/11/19,
547480,100553993,19426,,,,9/11/19,
547480,100553993,19426,,,,9/11/19,
547480,100553993,19426,,,,9/11/19,
547480,100553993,19426,,,,9/11/19,
547480,100553993,19426,,,,9/11/19,
547480,100553993,19426,,,,9/11/19,
568647,100575160,60517,,,,9/11/19,
568647,100575160,60517,,,,9/11/19,
568647,100575160,60517,,,,9/11/19,
568647,100575160,60517,,,,9/11/19,
568647,100575160,60517,,,,9/11/19,
568647,100575160,60517,,,,9/11/19,
568647,100575160,60517,,,,9/11/19,
568647,100575160,60517,,,,9/11/19,
568647,100575160,60517,,,,9/11/19,
568647,100575160,60517,,,,9/11/19,
597128,100603641,77089,,,,9/11/19,
597128,100603641,77089,,,,9/11/19,
597128,100603641,77089,,,,9/11/19,
597128,100603641,77089,,,,9/11/19,
597128,100603641,77089,,,,9/11/19,
597128,100603641,77089,,,,9/11/19,
597128,100603641,77089,,,,9/11/19,
597128,100603641,77089,,,,9/11/19,
597128,100603641,77089,,,,9/11/19,
597128,100603641,77089,,,,9/11/19,
569315,100575828,90706,,,,9/11/19,
569315,100575828,90706,,,,9/11/19,8/9/21
569315,100575828,90706,,,,9/11/19,
569315,100575828,90706,,,,9/11/19,8/9/21
569315,100575828,90706,,,,9/11/19,
569315,100575828,90706,,,,9/11/19,8/9/21
569315,100575828,90706,,,,9/11/19,
569315,100575828,90706,,,,9/11/19,8/9/21
569315,100575828,90706,,,,9/11/19,
569315,100575828,90706,,,,9/11/19,8/9/21
636348,100642861,22182,,,,9/11/19,
636348,100642861,22182,,,,9/11/19,
636348,100642861,22182,,,,11/19/19,
636348,100642861,22182,,,,11/19/19,
636348,100642861,22182,,,,9/11/19,
636348,100642861,22182,,,,9/11/19,
636348,100642861,22182,,,,9/11/19,
636348,100642861,22182,,,,9/11/19,
636348,100642861,22182,,,,9/11/19,
636348,100642861,22182,,,,9/11/19,
636348,100642861,22182,,,,9/11/19,
636348,100642861,22182,,,,9/11/19,
558727,100565240,33635,,,,10/29/19,
558727,100565240,33635,,,,10/29/19,
558727,100565240,33635,,,,10/29/19,
558727,100565240,33635,,,,10/29/19,
558727,100565240,33635,,,,10/29/19,
558727,100565240,33635,,,,10/29/19,
558727,100565240,33635,,,,10/29/19,
558727,100565240,33635,,,,10/29/19,
558727,100565240,33635,,,,10/29/19,
558727,100565240,33635,,,,10/29/19,
563600,100570113,20002,5326,,,11/30/19,
563600,100570113,20002,5326,,,11/30/19,
600705,100607218,21401,3527,,,9/11/19,
600705,100607218,21401,3527,,,9/11/19,
600705,100607218,21401,3527,,,9/11/19,
600705,100607218,21401,3527,,,9/11/19,
600705,100607218,21401,3527,,,9/11/19,
600705,100607218,21401,3527,,,9/11/19,
600705,100607218,21401,3527,,,9/11/19,
600705,100607218,21401,3527,,,9/11/19,
600705,100607218,21401,3527,,,9/11/19,
600705,100607218,21401,3527,,,9/11/19,
601907,100608420,76710,,,,9/11/19,9/12/19
601907,100608420,76710,,,,9/11/19,11/5/18
601907,100608420,76710,,,,9/11/19,9/12/19
601907,100608420,76710,,,,9/11/19,11/5/18
601907,100608420,76710,,,,9/11/19,9/12/19
601907,100608420,76710,,,,9/11/19,11/5/18
601907,100608420,76710,,,,9/11/19,9/12/19
601907,100608420,76710,,,,9/11/19,11/5/18
601907,100608420,76710,,,,9/11/19,9/12/19
601907,100608420,76710,,,,9/11/19,11/5/18
567264,100573777,60657,,,,9/11/19,
567264,100573777,60657,,,,9/11/19,
567264,100573777,60657,,,,9/11/19,
567264,100573777,60657,,,,9/11/19,
567264,100573777,60657,,,,9/11/19,
567264,100573777,60657,,,,9/11/19,
567264,100573777,60657,,,,9/11/19,
567264,100573777,60657,,,,9/11/19,
567264,100573777,60657,,,,9/11/19,
567264,100573777,60657,,,,9/11/19,
538763,100545276,11561,4661,,,9/11/19,
538763,100545276,11561,4661,,,9/11/19,1/14/22
538763,100545276,11561,4661,,,9/11/19,
538763,100545276,11561,4661,,,9/11/19,1/14/22
538763,100545276,11561,4661,,,9/11/19,
538763,100545276,11561,4661,,,9/11/19,1/14/22
538763,100545276,11561,4661,,,9/11/19,
538763,100545276,11561,4661,,,9/11/19,1/14/22
538763,100545276,11561,4661,,,9/11/19,
538763,100545276,11561,4661,,,9/11/19,1/14/22
538763,100545276,11561,4661,,,9/11/19,
538763,100545276,11561,4661,,,9/11/19,1/14/22
538763,100545276,11561,4661,,,9/11/19,
538763,100545276,11561,4661,,,9/11/19,1/14/22
541048,100547561,20016,,,,9/11/19,2/9/20
541048,100547561,20016,,,,9/11/19,
541048,100547561,20016,,,,9/11/19,2/9/20
541048,100547561,20016,,,,9/11/19,
541048,100547561,20016,,,,9/11/19,2/9/20
541048,100547561,20016,,,,9/11/19,
541048,100547561,20016,,,,9/11/19,2/9/20
541048,100547561,20016,,,,9/11/19,
568152,100574665,20851,,,,9/11/19,6/21/21
568152,100574665,20851,,,,9/11/19,5/22/21
568152,100574665,20851,,,,10/24/19,6/21/21
568152,100574665,20851,,,,10/24/19,5/22/21
568152,100574665,20851,,,,9/11/19,6/21/21
568152,100574665,20851,,,,9/11/19,5/22/21
568152,100574665,20851,,,,9/11/19,6/21/21
568152,100574665,20851,,,,9/11/19,5/22/21
568152,100574665,20851,,,,9/11/19,6/21/21
568152,100574665,20851,,,,9/11/19,5/22/21
585476,100591989,92026,,,,9/11/19,
585476,100591989,92026,,,,9/11/19,
585476,100591989,92026,,,,9/11/19,
585476,100591989,92026,,,,9/11/19,
585476,100591989,92026,,,,9/11/19,
585476,100591989,92026,,,,9/11/19,
585476,100591989,92026,,,,9/11/19,
585476,100591989,92026,,,,9/11/19,
585476,100591989,92026,,,,9/11/19,
585476,100591989,92026,,,,9/11/19,
612463,100618976,19145,,,,9/11/19,
612463,100618976,19145,,,,9/11/19,
612463,100618976,19145,,,,9/11/19,
612463,100618976,19145,,,,9/11/19,6/30/21
612463,100618976,19145,,,,9/11/19,
612463,100618976,19145,,,,11/7/19,
612463,100618976,19145,,,,11/7/19,
612463,100618976,19145,,,,11/7/19,
612463,100618976,19145,,,,11/7/19,6/30/21
612463,100618976,19145,,,,11/7/19,
612463,100618976,19145,,,,9/11/19,
612463,100618976,19145,,,,9/11/19,
612463,100618976,19145,,,,9/11/19,
612463,100618976,19145,,,,9/11/19,6/30/21
612463,100618976,19145,,,,9/11/19,
612463,100618976,19145,,,,9/11/19,
612463,100618976,19145,,,,9/11/19,
612463,100618976,19145,,,,9/11/19,
612463,100618976,19145,,,,9/11/19,6/30/21
612463,100618976,19145,,,,9/11/19,
612463,100618976,19145,,,,9/11/19,
612463,100618976,19145,,,,9/11/19,
612463,100618976,19145,,,,9/11/19,
612463,100618976,19145,,,,9/11/19,6/30/21
612463,100618976,19145,,,,9/11/19,
612463,100618976,19145,,,,9/11/19,
612463,100618976,19145,,,,9/11/19,
612463,100618976,19145,,,,9/11/19,
612463,100618976,19145,,,,9/11/19,6/30/21
612463,100618976,19145,,,,9/11/19,
604974,100611487,27701,,,,9/11/19,
604974,100611487,27701,,,,9/11/19,12/31/20
604974,100611487,27701,,,,9/11/19,
604974,100611487,27701,,,,9/11/19,12/31/20
604974,100611487,27701,,,,9/11/19,
604974,100611487,27701,,,,9/11/19,12/31/20
604974,100611487,27701,,,,9/11/19,
604974,100611487,27701,,,,9/11/19,12/31/20
604974,100611487,27701,,,,9/11/19,
604974,100611487,27701,,,,9/11/19,12/31/20
599446,100605959,7416,,,,11/19/19,
599446,100605959,7416,,,,11/19/19,
599446,100605959,7416,,,,11/19/19,
599446,100605959,7416,,,,11/19/19,
599446,100605959,7416,,,,11/19/19,
599446,100605959,7416,,,,11/19/19,
599446,100605959,7416,,,,11/19/19,
599446,100605959,7416,,,,11/19/19,
634034,100640547,33035,,,,9/11/19,
634034,100640547,33035,,,,9/11/19,
634034,100640547,33035,,,,9/11/19,
634034,100640547,33035,,,,9/11/19,
634034,100640547,33035,,,,9/11/19,
551535,100558048,34120,,,,4/3/20,
551535,100558048,34120,,,,4/3/20,
551535,100558048,34120,,,,4/3/20,
551535,100558048,34120,,,,4/3/20,
551535,100558048,34120,,,,4/3/20,
551535,100558048,34120,,,,4/3/20,
551535,100558048,34120,,,,4/3/20,
551535,100558048,34120,,,,4/3/20,
551535,100558048,34120,,,,4/3/20,
551535,100558048,34120,,,,4/3/20,
614991,100621504,,,,,10/24/19,
614991,100621504,,,,,10/24/19,
614991,100621504,,,,,10/24/19,
614991,100621504,,,,,10/24/19,
614991,100621504,,,,,10/24/19,
614991,100621504,,,,,10/24/19,
614991,100621504,,,,,10/24/19,
614991,100621504,,,,,10/24/19,
614991,100621504,,,,,11/7/19,
614991,100621504,,,,,11/7/19,
620572,100627085,21014,2926,,,6/10/22,
620572,100627085,21014,2926,,,6/10/22,
620572,100627085,21014,2926,,,6/10/22,9/25/19
620572,100627085,21014,2926,,,6/10/22,7/15/21
620572,100627085,21014,2926,,,6/10/22,
620572,100627085,21014,2926,,,6/10/22,
620572,100627085,21014,2926,,,6/10/22,9/25/19
620572,100627085,21014,2926,,,6/10/22,7/15/21
620572,100627085,21014,2926,,,6/10/22,
620572,100627085,21014,2926,,,6/10/22,
620572,100627085,21014,2926,,,6/10/22,9/25/19
620572,100627085,21014,2926,,,6/10/22,7/15/21
620572,100627085,21014,2926,,,6/10/22,
620572,100627085,21014,2926,,,6/10/22,
620572,100627085,21014,2926,,,6/10/22,9/25/19
620572,100627085,21014,2926,,,6/10/22,7/15/21
620572,100627085,21014,2926,,,6/10/22,
620572,100627085,21014,2926,,,6/10/22,
620572,100627085,21014,2926,,,6/10/22,9/25/19
620572,100627085,21014,2926,,,6/10/22,7/15/21
602144,100608657,46405,,,,9/11/19,
602144,100608657,46405,,,,9/11/19,4/13/19
602144,100608657,46405,,,,9/11/19,
602144,100608657,46405,,,,9/11/19,
602144,100608657,46405,,,,9/11/19,4/13/19
602144,100608657,46405,,,,9/11/19,
602144,100608657,46405,,,,9/11/19,
602144,100608657,46405,,,,9/11/19,4/13/19
602144,100608657,46405,,,,9/11/19,
602144,100608657,46405,,,,9/11/19,
602144,100608657,46405,,,,9/11/19,4/13/19
602144,100608657,46405,,,,9/11/19,
602144,100608657,46405,,,,9/11/19,
602144,100608657,46405,,,,9/11/19,4/13/19
602144,100608657,46405,,,,9/11/19,
606316,100612829,42303,,,,9/11/19,
606316,100612829,42303,,,,9/11/19,
606316,100612829,42303,,,,9/11/19,
606316,100612829,42303,,,,9/11/19,
606316,100612829,42303,,,,9/11/19,
606316,100612829,42303,,,,9/11/19,
606316,100612829,42303,,,,9/11/19,
606316,100612829,42303,,,,9/11/19,
606316,100612829,42303,,,,9/11/19,
606316,100612829,42303,,,,9/11/19,
606772,100613285,32765,,,,9/11/19,
606772,100613285,32765,,,,9/11/19,
606772,100613285,32765,,,,9/11/19,
606772,100613285,32765,,,,9/11/19,
606772,100613285,32765,,,,9/11/19,
606772,100613285,32765,,,,9/11/19,
629287,100635800,97213,,,,7/4/21,
629287,100635800,97213,,,,7/4/21,
629287,100635800,97213,,,,7/4/21,
629287,100635800,97213,,,,7/4/21,
629287,100635800,97213,,,,7/4/21,
629287,100635800,97213,,,,7/4/21,
629287,100635800,97213,,,,7/4/21,
629287,100635800,97213,,,,7/4/21,
629287,100635800,97213,,,,7/4/21,
629287,100635800,97213,,,,7/4/21,
629287,100635800,97213,,,,7/4/21,
629287,100635800,97213,,,,7/4/21,
629287,100635800,97213,,,,7/4/21,
629287,100635800,97213,,,,7/4/21,
629287,100635800,97213,,,,7/4/21,
661317,100667830,2140,,,,9/11/19,
661317,100667830,2140,,,,9/11/19,
661317,100667830,2140,,,,9/11/19,
661317,100667830,2140,,,,9/11/19,
661317,100667830,2140,,,,9/11/19,
661317,100667830,2140,,,,9/11/19,
661317,100667830,2140,,,,9/11/19,
661317,100667830,2140,,,,9/11/19,
661317,100667830,2140,,,,9/11/19,
661317,100667830,2140,,,,9/11/19,
606699,100613212,23228,,,,10/24/19,
606699,100613212,23228,,,,10/24/19,11/21/20
606699,100613212,23228,,,,9/11/19,
606699,100613212,23228,,,,9/11/19,11/21/20
606699,100613212,23228,,,,9/11/19,
606699,100613212,23228,,,,9/11/19,11/21/20
606699,100613212,23228,,,,9/11/19,
606699,100613212,23228,,,,9/11/19,11/21/20
606699,100613212,23228,,,,9/11/19,
606699,100613212,23228,,,,9/11/19,11/21/20
598835,100605348,33473,4853,,,9/11/19,4/22/19
598835,100605348,33473,4853,,,9/11/19,4/22/19
598835,100605348,33473,4853,,,9/11/19,4/22/19
598835,100605348,33473,4853,,,9/11/19,4/22/19
598835,100605348,33473,4853,,,9/11/19,4/22/19
601890,100608403,33062,,,,9/11/19,
601890,100608403,33062,,,,9/11/19,
601890,100608403,33062,,,,9/11/19,
601890,100608403,33062,,,,9/11/19,
601890,100608403,33062,,,,9/11/19,
601890,100608403,33062,,,,9/11/19,
601890,100608403,33062,,,,9/11/19,
601890,100608403,33062,,,,9/11/19,
601890,100608403,33062,,,,9/11/19,
601890,100608403,33062,,,,9/11/19,
546305,100552818,33063,,,,9/11/19,7/10/20
546305,100552818,33063,,,,9/11/19,7/10/20
546305,100552818,33063,,,,9/11/19,7/10/20
546305,100552818,33063,,,,9/11/19,7/10/20
546305,100552818,33063,,,,9/11/19,7/10/20
635551,100642064,77005,,,,6/23/22,
635551,100642064,77005,,,,6/23/22,
635551,100642064,77005,,,,6/23/22,
635551,100642064,77005,,,,6/23/22,
635551,100642064,77005,,,,6/23/22,
635551,100642064,77005,,,,6/23/22,
635551,100642064,77005,,,,9/8/22,
635551,100642064,77005,,,,9/8/22,
635551,100642064,77005,,,,6/23/22,
635551,100642064,77005,,,,6/23/22,
635551,100642064,77005,,,,6/23/22,
635551,100642064,77005,,,,6/23/22,
638242,100644755,32817,,,,9/11/19,
638242,100644755,32817,,,,9/11/19,
638242,100644755,32817,,,,9/11/19,
638242,100644755,32817,,,,9/11/19,
638242,100644755,32817,,,,9/11/19,
638242,100644755,32817,,,,9/11/19,
634032,100640545,30022,,,,9/11/19,
