contactsaddressid,vanid,city_x,state_x,zip5,latitude_x,longitude_x,zip,city_y,state_y,latitude_y,longitude_y,timezone,daylight_savings_time_flag,geopoint
824535,100831048,Canoga Park,CA,91304,,,91304,Canoga Park,CA,34.218654,-118.62538,-8,1,"34.218654, -118.62538"
2244315,101759663,Hinsdale,IL,60521,,,60521,Hinsdale,IL,41.772915,-87.92996,-6,1,"41.772915, -87.92996"
871090,100877603,Bronx,NY,10461,,,10461,Bronx,NY,40.842917,-73.83819,-5,1,"40.842917, -73.83819"
1693846,101864101,Chandler,AZ,85248,,,85248,Chandler,AZ,33.239097,-111.86355,-7,0,"33.239097, -111.86355"
2013695,102175904,Cary,NC,27511,,,27511,Cary,NC,35.755651,-78.77508,-5,1,"35.755651, -78.77508"
741978,100748491,Jackson,TN,38305,,,38305,Jackson,TN,35.693101,-88.80653,-6,1,"35.693101, -88.80653"
1667040,101845623,Omaha,NE,68116,,,68116,Omaha,NE,41.294069,-96.15352,-6,1,"41.294069, -96.15352"
664354,100670867,Plano,TX,75093,,,75093,Plano,TX,33.03505,-96.80492,-6,1,"33.03505, -96.80492"
2328340,101835782,Bethesda,MD,20817,,,20817,Bethesda,MD,38.996842,-77.13519,-5,1,"38.996842, -77.13519"
,,,,,,,,,,,,,,
1495500,100716208,,,,,,,,,,,,,
1578898,100928144,Toms River,NJ,8755,,,8755,Toms River,NJ,40.010092,-74.23032,-5,1,"40.010092, -74.23032"
1674255,100822569,Seattle,WA,98122,,,98122,Seattle,WA,47.61157,-122.30406,-8,1,"47.61157, -122.30406"
2210055,102337364,Minneapolis,MN,55403,,,55403,Minneapolis,MN,44.971765,-93.28557,-6,1,"44.971765, -93.28557"
1657831,101839594,New Milford,CT,6776,,,6776,New Milford,CT,41.581494,-73.41313,-5,1,"41.581494, -73.41313"
1662907,100883777,Holtsville,NY,11742,,,11742,Holtsville,NY,40.810606,-73.04036,-5,1,"40.810606, -73.04036"
1864520,101473674,Winston Salem,NC,27109,,,27109,Winston Salem,NC,36.133577,-80.2768,-5,1,"36.133577, -80.2768"
1865077,101693203,Washington,DC,20010,,,20010,Washington,DC,38.933311,-77.02929,-5,1,"38.933311, -77.02929"
2245875,100827638,Coral Gables,FL,33146,,,33146,Miami,FL,25.720728,-80.27255,-5,1,"25.720728, -80.27255"
2350999,101831225,Missouri City,TX,77459,,,77459,Missouri City,TX,29.564347,-95.54762,-6,1,"29.564347, -95.54762"
591460,100597973,Houston,TX,77019,,,77019,Houston,TX,29.752528,-95.39923,-6,1,"29.752528, -95.39923"
700406,100706919,Mechanicsville,VA,23116,,,23116,Mechanicsville,VA,37.662559,-77.36778,-5,1,"37.662559, -77.36778"
765430,100771943,Leominster,MA,,,,,,,,,,,
844326,100850839,San Francisco,CA,94112,,,94112,San Francisco,CA,37.720931,-122.44241,-8,1,"37.720931, -122.44241"
903399,100909912,Stamford,CT,6905,,,6905,Stamford,CT,41.081396,-73.54506,-5,1,"41.081396, -73.54506"
1667136,101845708,Virginia Beach,VA,23452,,,23452,Virginia Beach,VA,36.839209,-76.09333,-5,1,"36.839209, -76.09333"
1685761,101859231,Youngsville,NC,27596,,,27596,Youngsville,NC,36.000487,-78.44921,-5,1,"36.000487, -78.44921"
1881961,102048322,Charlotte,NC,28217,,,28217,Charlotte,NC,35.172319,-80.89731,-5,1,"35.172319, -80.89731"
2087627,102247650,Cresskill,NJ,7626,,,7626,Cresskill,NJ,40.942074,-73.96504,-5,1,"40.942074, -73.96504"
2299213,100649032,Guilford,CT,6437,,,6437,Guilford,CT,41.31353,-72.69791,-5,1,"41.31353, -72.69791"
765918,100772431,Mercer Island,WA,98040,,,98040,Mercer Island,WA,47.569271,-122.23233,-8,1,"47.569271, -122.23233"
1657366,101833253,Washington,DC,20037,,,20037,Washington,DC,38.900394,-77.05126,-5,1,"38.900394, -77.05126"
1694027,101864286,Lutherville Timonium,MD,21093,,,21093,Lutherville Timonium,MD,39.435789,-76.63614,-5,1,"39.435789, -76.63614"
2204132,102354808,North Palm Beach,FL,33408,,,33408,North Palm Beach,FL,26.840684,-80.06312,-5,1,"26.840684, -80.06312"
666914,100673427,Oregon City,OR,97045,,,97045,Oregon City,OR,45.344246,-122.58464,-8,1,"45.344246, -122.58464"
1635600,101824867,Bloomfield,IA,52537,,,52537,Bloomfield,IA,40.73045,-92.44441,-6,1,"40.73045, -92.44441"
1864143,100597606,Tampa,FL,33625,,,33625,Tampa,FL,28.069755,-82.55734,-5,1,"28.069755, -82.55734"
2214000,100636992,Bloomfield Hills,MI,48302,,,48302,Bloomfield Hills,MI,42.5863,-83.29705,-5,1,"42.5863, -83.29705"
1676530,100962117,Marietta,GA,30062,,,30062,Marietta,GA,33.99605,-84.47464,-5,1,"33.99605, -84.47464"
1641820,101827220,Lehi,UT,84043,,,84043,Lehi,UT,40.366648,-111.89052,-7,1,"40.366648, -111.89052"
1668088,100580466,Palatine,IL,60067,,,60067,Palatine,IL,42.10979,-88.04917,-6,1,"42.10979, -88.04917"
1684472,101858175,Louisville,KY,40223,,,40223,Louisville,KY,38.258941,-85.55574,-5,1,"38.258941, -85.55574"
2223261,101840364,Los Angeles,CA,90045,,,90045,Los Angeles,CA,33.960041,-118.3949,-8,1,"33.960041, -118.3949"
2329907,100600376,Winchester,MA,1890,,,1890,Winchester,MA,42.451945,-71.14276,-5,1,"42.451945, -71.14276"
772064,100778577,Chula Vista,CA,91913,,,91913,Chula Vista,CA,32.642486,-116.98973,-8,1,"32.642486, -116.98973"
1527116,100802482,Maryland,MD,,,,,,,,,,,
2321586,100692575,Saint Paul,MN,55121,,,55121,Saint Paul,MN,44.844965,-93.14431,-6,1,"44.844965, -93.14431"
753330,100759843,Warren,NJ,,,,,,,,,,,
1646926,100686905,Chantilly,VA,20151,,,20151,Chantilly,VA,38.889111,-77.4363,-5,1,"38.889111, -77.4363"
1872884,102039562,Fort Washington,MD,20744,,,20744,Fort Washington,MD,38.756347,-76.99034,-5,1,"38.756347, -76.99034"
642160,100648673,Bethesda,MD,20814,,,20814,Bethesda,MD,38.999759,-77.10185,-5,1,"38.999759, -77.10185"
1503729,100791325,Amesbury,MA,1913,,,1913,Amesbury,MA,42.854423,-70.93547,-5,1,"42.854423, -70.93547"
1662111,101841671,Bethesda,MD,20810,,,,,,,,,,
1865030,100705716,Washington,DC,20016,,,20016,Washington,DC,38.94081,-77.08723,-5,1,"38.94081, -77.08723"
1869278,102036617,Columbus,OH,43230,,,43230,Columbus,OH,40.039963,-82.87855,-5,1,"40.039963, -82.87855"
560673,100567186,Watertown,MA,,,,,,,,,,,
632116,100638629,Los Angeles,CA,90063,,,90063,Los Angeles,CA,34.045161,-118.1865,-8,1,"34.045161, -118.1865"
1999516,102162041,Gaithersburg,MD,20878,,,20878,Gaithersburg,MD,39.11755,-77.23548,-5,1,"39.11755, -77.23548"
2127978,102285745,Lawrence,KS,66044,,,66044,Lawrence,KS,38.983551,-95.23202,-6,1,"38.983551, -95.23202"
588197,100594710,Bellmead,TX,28046,,,,,,,,,,
642369,100648882,Omaha,NE,68132,,,68132,Omaha,NE,41.26565,-95.99741,-6,1,"41.26565, -95.99741"
1865497,102034654,Bronx,NY,10467,,,10467,Bronx,NY,40.872265,-73.86937,-5,1,"40.872265, -73.86937"
1869230,102036576,Allen,TX,75013,,,75013,Allen,TX,33.106582,-96.69402,-6,1,"33.106582, -96.69402"
2241796,100977983,Orlando,FL,32826,,,32826,Orlando,FL,28.584177,-81.18634,-5,1,"28.584177, -81.18634"
841779,100848292,Valrico,FL,33594,,,33594,Valrico,FL,27.911226,-82.24508,-5,1,"27.911226, -82.24508"
1662650,100575333,Gastonia,NC,28052,,,28052,Gastonia,NC,35.248787,-81.2142,-5,1,"35.248787, -81.2142"
1678704,101853044,Sandy Hook,CT,6482,,,6482,Sandy Hook,CT,41.411536,-73.24888,-5,1,"41.411536, -73.24888"
1693555,101863786,Ballwin,MO,63021,,,63021,Ballwin,MO,38.576253,-90.53117,-6,1,"38.576253, -90.53117"
2240806,101799204,San Diego,CA,92104,,,92104,San Diego,CA,32.742892,-117.12774,-8,1,"32.742892, -117.12774"
872240,100878753,Frederick,MD,21701,,,21701,Frederick,MD,39.423344,-77.38902,-5,1,"39.423344, -77.38902"
1549703,100706035,Fort Lauderdale,FL,33317,,,33317,Fort Lauderdale,FL,26.113664,-80.22376,-5,1,"26.113664, -80.22376"
2255162,100775914,Marietta,GA,30064,,,30064,Marietta,GA,33.946735,-84.602,-5,1,"33.946735, -84.602"
539653,100546166,Olathe,KS,66062,,,66062,Olathe,KS,38.860511,-94.77581,-6,1,"38.860511, -94.77581"
897647,100904160,Dillsburg,PA,17019,,,17019,Dillsburg,PA,40.093968,-77.02628,-5,1,"40.093968, -77.02628"
2127583,102285372,Selinsgrove,PA,17870,,,17870,Selinsgrove,PA,40.812047,-76.86138,-5,1,"40.812047, -76.86138"
2186864,102339315,Stone Mountain,GA,30087,,,30087,Stone Mountain,GA,33.817438,-84.13167,-5,1,"33.817438, -84.13167"
2239791,100894808,Missoula,MT,59803,,,59803,Missoula,MT,46.790915,-114.00439,-7,1,"46.790915, -114.00439"
2351392,100966546,Washington,DC,20052,,,20052,Washington,DC,38.90014,-77.047899,-5,1,"38.90014, -77.047899"
697803,100704316,Andover,NJ,7821,,,7821,Andover,NJ,40.966308,-74.74298,-5,1,"40.966308, -74.74298"
890552,100897065,Franklin,MI,48025,,,48025,Franklin,MI,42.524134,-83.25454,-5,1,"42.524134, -83.25454"
586778,100593291,Baltimore,OH,43105,,,43105,Baltimore,OH,39.860353,-82.61356,-5,1,"39.860353, -82.61356"
952243,100958756,Gainesville,FL,32612,,,32612,Gainesville,FL,29.681312,-82.353862,-5,1,"29.681312, -82.353862"
962768,100969281,Port Washington,NY,11050,,,11050,Port Washington,NY,40.833246,-73.69309,-5,1,"40.833246, -73.69309"
2134899,102291808,Lancaster,KY,40444,,,40444,Lancaster,KY,37.667083,-84.59496,-5,1,"37.667083, -84.59496"
2184756,101853649,North Potomac,MD,20878,,,20878,Gaithersburg,MD,39.11755,-77.23548,-5,1,"39.11755, -77.23548"
2215369,102344693,Hollyglen,CA,90250,,,90250,Hawthorne,CA,33.914614,-118.35092,-8,1,"33.914614, -118.35092"
1561736,100580692,Woodbury,NJ,8096,,,8096,Woodbury,NJ,39.830313,-75.13221,-5,1,"39.830313, -75.13221"
1869683,102036843,Downers Grove,IL,60515,,,60515,Downers Grove,IL,41.80348,-88.01827,-6,1,"41.80348, -88.01827"
2183843,102329331,Cincinnati,OH,45236,,,45236,Cincinnati,OH,39.205109,-84.39512,-5,1,"39.205109, -84.39512"
2268017,100845921,Philadelphia,PA,19144,,,19144,Philadelphia,PA,40.034111,-75.17203,-5,1,"40.034111, -75.17203"
565793,100572306,Jacksonville,FL,32257,,,32257,Jacksonville,FL,30.192434,-81.60597,-5,1,"30.192434, -81.60597"
714516,100721029,Austin,TX,78733,,,78733,Austin,TX,30.329704,-97.8751,-6,1,"30.329704, -97.8751"
823930,100830443,Winter Park,FL,32792,,,32792,Winter Park,FL,28.607077,-81.30606,-5,1,"28.607077, -81.30606"
1260526,101338555,Moraga,CA,94556,,,94556,Moraga,CA,37.839426,-122.12426,-8,1,"37.839426, -122.12426"
1452582,100594666,North Carolina,NC,,,,,,,,,,,
1865186,101018388,West Harrison,NY,10604,,,10604,West Harrison,NY,41.045387,-73.74451,-5,1,"41.045387, -73.74451"
1866169,102034927,Parkland,FL,33067,,,33067,Pompano Beach,FL,26.3007,-80.22727,-5,1,"26.3007, -80.22727"
2333890,101039835,Aurora,CO,80010,,,80010,Aurora,CO,39.739387,-104.8621,-7,1,"39.739387, -104.8621"
1661262,101841054,Austin,TX,78729,,,78729,Austin,TX,30.451348,-97.76588,-6,1,"30.451348, -97.76588"
1865514,101829002,Tallahassee,FL,32312,,,32312,Tallahassee,FL,30.554434,-84.25979,-5,1,"30.554434, -84.25979"
1917489,100690974,Washington,DC,20037,,,20037,Washington,DC,38.900394,-77.05126,-5,1,"38.900394, -77.05126"
2091712,102251562,Chapel Hill,NC,27514,,,27514,Chapel Hill,NC,35.915083,-79.02939,-5,1,"35.915083, -79.02939"
1667036,101838070,Livingston,NJ,7039,,,7039,Livingston,NJ,40.788733,-74.32134,-5,1,"40.788733, -74.32134"
2269295,100580989,Tempe,AZ,85281,,,85281,Tempe,AZ,33.426885,-111.92733,-7,0,"33.426885, -111.92733"
856088,100862601,Poughkeepsie,NY,12603,,,12603,Poughkeepsie,NY,41.67086,-73.88107,-5,1,"41.67086, -73.88107"
1652735,100808740,Fairfield,CT,6825,,,6825,Bridgeport,CT,41.191685,-73.238012,-5,1,"41.191685, -73.238012"
1867233,102035683,Suwanee,GA,30024,,,30024,Suwanee,GA,34.052698,-84.07485,-5,1,"34.052698, -84.07485"
2103961,102262915,Severna Park,MD,21146,,,21146,Severna Park,MD,39.079059,-76.55784,-5,1,"39.079059, -76.55784"
1678445,101852828,Stillwater,MN,55082,,,55082,Stillwater,MN,45.054551,-92.82581,-6,1,"45.054551, -92.82581"
1873945,102040565,East Amherst,NY,14051,,,14051,East Amherst,NY,43.025217,-78.70394,-5,1,"43.025217, -78.70394"
2208820,101847298,New York,NY,10065,,,,,,,,,,
1669819,101847545,Lexington,NC,27292,,,27292,Lexington,NC,35.775789,-80.23174,-5,1,"35.775789, -80.23174"
767760,100774273,Louisville,KY,40245,,,40245,Louisville,KY,38.270855,-85.48322,-5,1,"38.270855, -85.48322"
843413,100849926,Newton,NC,28658,,,28658,Newton,NC,35.653437,-81.23443,-5,1,"35.653437, -81.23443"
1686860,101859673,Columbia,MD,21045,,,21045,Columbia,MD,39.207523,-76.82527,-5,1,"39.207523, -76.82527"
2259050,100836690,Washington,DC,20016,,,20016,Washington,DC,38.94081,-77.08723,-5,1,"38.94081, -77.08723"
1373782,101435019,,,,,,,,,,,,,
700197,100706710,Golden,CO,80401,,,80401,Golden,CO,39.735745,-105.19337,-7,1,"39.735745, -105.19337"
2095600,102255217,Killingworth,CT,6419,,,6419,Killingworth,CT,41.380594,-72.57637,-5,1,"41.380594, -72.57637"
2340043,102337530,Chelsea,MI,48118,,,48118,Chelsea,MI,42.316922,-84.03445,-5,1,"42.316922, -84.03445"
2119239,102277344,Lakewood,OH,44107,,,44107,Lakewood,OH,41.480881,-81.80036,-5,1,"41.480881, -81.80036"
2221057,101048977,Hendersonville,NC,28739,,,28739,Hendersonville,NC,35.290454,-82.50652,-5,1,"35.290454, -82.50652"
2394370,100918256,Phoenix,AZ,85020,,,85020,Phoenix,AZ,33.563663,-112.05519,-7,0,"33.563663, -112.05519"
870594,100877107,Silver Spring,MD,20901,,,20901,Silver Spring,MD,39.020359,-77.0115,-5,1,"39.020359, -77.0115"
1645900,101831118,Delaware,OH,43015,,,43015,Delaware,OH,40.295925,-83.06968,-5,1,"40.295925, -83.06968"
563056,100569569,Parkton,MD,21120,,,21120,Parkton,MD,39.656737,-76.66001,-5,1,"39.656737, -76.66001"
702869,100709382,Winter Springs,FL,32708,,,32708,Winter Springs,FL,28.683408,-81.28151,-5,1,"28.683408, -81.28151"
785926,100792439,Elmsford,NY,10523,,,10523,Elmsford,NY,41.057089,-73.81658,-5,1,"41.057089, -73.81658"
1109915,101140729,Carlsbad,NM,88220,,,88220,Carlsbad,NM,32.408311,-104.29134,-7,1,"32.408311, -104.29134"
1549319,101597767,Gaithersburg,MD,20882,,,20882,Gaithersburg,MD,39.229652,-77.1594,-5,1,"39.229652, -77.1594"
1647705,101831828,San Anselmo,CA,94960,,,94960,San Anselmo,CA,37.981623,-122.56884,-8,1,"37.981623, -122.56884"
2229184,101647583,Kalamazoo,MI,49006,,,49006,Kalamazoo,MI,42.295005,-85.62247,-5,1,"42.295005, -85.62247"
1666455,100849828,White Salmon,WA,98672,,,98672,White Salmon,WA,45.786727,-121.47523,-8,1,"45.786727, -121.47523"
1682812,101856200,Columbia,SC,29203,,,29203,Columbia,SC,34.066271,-81.02492,-5,1,"34.066271, -81.02492"
1684519,101858205,Westerville,OH,43082,,,43082,Westerville,OH,40.14852,-82.91278,-5,1,"40.14852, -82.91278"
1692138,101841409,Elizabethtown,PA,17022,,,17022,Elizabethtown,PA,40.160793,-76.60763,-5,1,"40.160793, -76.60763"
2145109,102301131,Lilburn,GA,30047,,,30047,Lilburn,GA,33.872371,-84.11655,-5,1,"33.872371, -84.11655"
538477,100544990,Lancaster,CA,93536,,,93536,Lancaster,CA,34.728857,-118.32683,-8,1,"34.728857, -118.32683"
1457634,100928790,,,0,,,,,,,,,,
1664441,101827281,Kissimmee,FL,34746,,,34746,Kissimmee,FL,28.287883,-81.46862,-5,1,"28.287883, -81.46862"
1869201,102036549,Bloomington,IN,47406,,,47406,Bloomington,IN,39.173597,-86.51676,-5,0,"39.173597, -86.51676"
2114140,102272441,New York,NY,10001,,,10001,New York,NY,40.750742,-73.99653,-5,1,"40.750742, -73.99653"
2304502,100704037,Rockville,MD,20852,,,20852,Rockville,MD,39.0509,-77.12261,-5,1,"39.0509, -77.12261"
2337866,100757360,New York,NY,10028,,,10028,New York,NY,40.776777,-73.9541,-5,1,"40.776777, -73.9541"
2342512,100920306,Boulder,CO,80302,,,80302,Boulder,CO,40.020885,-105.29673,-7,1,"40.020885, -105.29673"
540584,100547097,Coral Springs,FL,33071,,,33071,Pompano Beach,FL,26.242559,-80.26564,-5,1,"26.242559, -80.26564"
944153,100950666,Norton,MA,2766,,,2766,Norton,MA,41.969185,-71.1854,-5,1,"41.969185, -71.1854"
1645879,100767439,Roswell,GA,30009,,,30009,Alpharetta,GA,33.844371,-84.47405,-5,1,"33.844371, -84.47405"
1688937,101860621,Sacramento,CA,95821,,,95821,Sacramento,CA,38.623304,-121.38181,-8,1,"38.623304, -121.38181"
1693487,101863604,Verona,WI,53593,,,53593,Verona,WI,42.988593,-89.55543,-6,1,"42.988593, -89.55543"
2126104,102283962,Bala Cynwyd,PA,19004,,,19004,Bala Cynwyd,PA,40.012862,-75.23309,-5,1,"40.012862, -75.23309"
568747,100575260,Oakland,CA,94618,,,94618,Oakland,CA,37.843726,-122.24369,-8,1,"37.843726, -122.24369"
666771,100673284,Midlothian,VA,23113,,,23113,Midlothian,VA,37.51338,-77.64165,-5,1,"37.51338, -77.64165"
790581,100797094,Drexel Hill,PA,19026,,,19026,Drexel Hill,PA,39.949962,-75.30184,-5,1,"39.949962, -75.30184"
1661272,101841454,Frisco,TX,75035,,,75035,Frisco,TX,33.130086,-96.78177,-6,1,"33.130086, -96.78177"
1662876,101842723,Sylvania,OH,43560,,,43560,Sylvania,OH,41.706383,-83.7102,-5,1,"41.706383, -83.7102"
1692023,101862408,Tempe,AZ,85283,,,85283,Tempe,AZ,33.365951,-111.93155,-7,0,"33.365951, -111.93155"
2342912,102077537,Westfield,MA,1085,,,1085,Westfield,MA,42.133642,-72.75029,-5,1,"42.133642, -72.75029"
553443,100559956,Albuquerque,NM,87109,,,87109,Albuquerque,NM,35.155811,-106.56662,-7,1,"35.155811, -106.56662"
559209,100565722,Ladera Ranch,CA,92694,,,92694,Ladera Ranch,CA,33.570763,-117.63463,-8,1,"33.570763, -117.63463"
1144226,100706678,Ohio,OH,,,,,,,,,,,
2265310,100800052,Pompano Beach,FL,33069,,,33069,Pompano Beach,FL,26.22876,-80.15816,-5,1,"26.22876, -80.15816"
931800,100938313,Charles Town,WV,25414,,,25414,Charles Town,WV,39.279965,-77.86203,-5,1,"39.279965, -77.86203"
2021634,102183692,Miami,FL,33196,,,33196,Miami,FL,25.650232,-80.45925,-5,1,"25.650232, -80.45925"
651326,100657839,Barboursville,WV,25504,,,25504,Barboursville,WV,38.391209,-82.28563,-5,1,"38.391209, -82.28563"
1633119,100560548,Newtown,CT,6470,,,6470,Newtown,CT,41.398462,-73.31474,-5,1,"41.398462, -73.31474"
1633998,100827813,Louisville,KY,40206,,,40206,Louisville,KY,38.254671,-85.70254,-5,1,"38.254671, -85.70254"
2003922,102166351,New York,NY,10128,,,10128,New York,NY,40.781894,-73.95039,-5,1,"40.781894, -73.95039"
644150,100650663,Austin,TX,78732,,,78732,Austin,TX,30.382724,-97.89459,-6,1,"30.382724, -97.89459"
819700,100826213,Arlington Heights,IL,60004,,,60004,Arlington Heights,IL,42.108428,-87.97723,-6,1,"42.108428, -87.97723"
960306,100966819,Fort Lauderdale,FL,33308,,,33308,Fort Lauderdale,FL,26.191111,-80.10846,-5,1,"26.191111, -80.10846"
1655479,101838450,Waxahachie,TX,75165,,,75165,Waxahachie,TX,32.397024,-96.83283,-6,1,"32.397024, -96.83283"
2255146,102271104,Toledo,OH,43623,,,43623,Toledo,OH,41.707649,-83.64363,-5,1,"41.707649, -83.64363"
838712,100845225,Olivet,MI,49076,,,49076,Olivet,MI,42.439324,-84.91041,-5,1,"42.439324, -84.91041"
1678160,101841212,Blacklick,OH,43004,,,43004,Blacklick,OH,39.998073,-82.8052,-5,1,"39.998073, -82.8052"
1862745,102032803,Glen Allen,VA,23059,,,23059,Glen Allen,VA,37.686152,-77.53651,-5,1,"37.686152, -77.53651"
2348029,102270200,Santa Monica,CA,90403,,,90403,Santa Monica,CA,34.032159,-118.49022,-8,1,"34.032159, -118.49022"
2351071,100560063,Medina,TN,38355,,,38355,Medina,TN,35.795399,-88.77185,-6,1,"35.795399, -88.77185"
1548340,100774412,Howell,NJ,7731,,,7731,Howell,NJ,40.146597,-74.20815,-5,1,"40.146597, -74.20815"
1659725,101836886,Sherman Oaks,CA,91423,,,91423,Sherman Oaks,CA,34.153628,-118.43222,-8,1,"34.153628, -118.43222"
2292888,100936917,Pasadena,CA,91105,,,91105,Pasadena,CA,34.137857,-118.16329,-8,1,"34.137857, -118.16329"
829821,100836334,Holtwood,PA,17532,,,17532,Holtwood,PA,39.859296,-76.28548,-5,1,"39.859296, -76.28548"
834051,100840564,Medford,MA,,,,,,,,,,,
1655667,101838629,Littleton,CO,80126,,,80126,Littleton,CO,39.544549,-104.96808,-7,1,"39.544549, -104.96808"
2065607,102226759,Oaklyn,NJ,8107,,,8107,Oaklyn,NJ,39.908163,-75.08618,-5,1,"39.908163, -75.08618"
560745,100567258,Muskogee,OK,74403,,,74403,Muskogee,OK,35.719962,-95.33691,-6,1,"35.719962, -95.33691"
1645916,101831137,Bowling Green,KY,42101,,,42101,Bowling Green,KY,37.010643,-86.46145,-6,1,"37.010643, -86.46145"
1675555,101850400,Madison,WI,53704,,,53704,Madison,WI,43.121416,-89.34968,-6,1,"43.121416, -89.34968"
2237121,102212492,East Lansing,MI,48823,,,48823,East Lansing,MI,42.747922,-84.47143,-5,1,"42.747922, -84.47143"
762619,100769132,Greensboro,NC,27410,,,27410,Greensboro,NC,36.116854,-79.88291,-5,1,"36.116854, -79.88291"
2245876,101782565,Seattle,WA,98166,,,98166,Seattle,WA,47.458821,-122.34943,-8,1,"47.458821, -122.34943"
1337766,100607674,Missouri,MO,,,,,,,,,,,
1627612,101659137,,,,,,,,,,,,,
2187643,102340055,South Hadley,MA,1075,,,1075,South Hadley,MA,42.234891,-72.58243,-5,1,"42.234891, -72.58243"
2229518,100576057,Durham,NC,27707,,,27707,Durham,NC,35.963994,-78.93602,-5,1,"35.963994, -78.93602"
2246236,101027120,Miami,FL,33166,,,33166,Miami,FL,25.824725,-80.30476,-5,1,"25.824725, -80.30476"
2263205,101503569,Washington,DC,20007,,,20007,Washington,DC,38.913961,-77.07179,-5,1,"38.913961, -77.07179"
2121130,102279168,Plainview,NY,11803,,,11803,Plainview,NY,40.779911,-73.47948,-5,1,"40.779911, -73.47948"
2243319,102281617,West Jordan,UT,84081,,,,,,,,,,
1660808,101841118,Scottsdale,AZ,85250,,,85250,Scottsdale,AZ,33.521433,-111.90944,-7,0,"33.521433, -111.90944"
1918948,102083509,Libertyville,IL,60048,,,60048,Libertyville,IL,42.290922,-87.95169,-6,1,"42.290922, -87.95169"
661326,100667839,Los Angeles,CA,90044,,,90044,Los Angeles,CA,33.953814,-118.29158,-8,1,"33.953814, -118.29158"
768432,100774945,Saint Ignatius,MT,59865,,,59865,Saint Ignatius,MT,47.317264,-114.04402,-7,1,"47.317264, -114.04402"
912297,100918810,Pembroke Pines,FL,33026,,,33026,Hollywood,FL,26.0267,-80.29443,-5,1,"26.0267, -80.29443"
2198780,102349789,Greenwood,MS,38930,,,38930,Greenwood,MS,33.528734,-90.17663,-6,1,"33.528734, -90.17663"
872080,100878593,Tampa,FL,33624,,,33624,Tampa,FL,28.07506,-82.52355,-5,1,"28.07506, -82.52355"
1867177,102035630,Milford,CT,6460,,,6460,Milford,CT,41.21953,-73.0554,-5,1,"41.21953, -73.0554"
1949808,102113457,Benton Harbor,MI,49022,,,49022,Benton Harbor,MI,42.10809,-86.41801,-5,1,"42.10809, -86.41801"
738945,100745458,Gaithersburg,MD,20878,,,20878,Gaithersburg,MD,39.11755,-77.23548,-5,1,"39.11755, -77.23548"
905390,100911903,Fort Worth,TX,76133,,,76133,Fort Worth,TX,32.655401,-97.37765,-6,1,"32.655401, -97.37765"
1548471,101551259,Boca Raton,FL,33428,,,33428,Boca Raton,FL,26.348354,-80.21841,-5,1,"26.348354, -80.21841"
1691657,101862163,Selah,WA,98942,,,98942,Selah,WA,46.726395,-120.56997,-8,1,"46.726395, -120.56997"
2185497,102338192,Mcfarland,WI,53558,,,53558,McFarland,WI,43.015498,-89.28954,-6,1,"43.015498, -89.28954"
2333955,101843468,Lincoln Park,MI,48146,,,48146,Lincoln Park,MI,42.243488,-83.18097,-5,1,"42.243488, -83.18097"
920266,100926779,Bridgeville,PA,15017,,,15017,Bridgeville,PA,40.351802,-80.11534,-5,1,"40.351802, -80.11534"
1679382,101853522,New Castle,PA,16101,,,16101,New Castle,PA,40.992023,-80.32747,-5,1,"40.992023, -80.32747"
1876896,102043388,Dallas,GA,30132,,,30132,Dallas,GA,33.945735,-84.84463,-5,1,"33.945735, -84.84463"
2127077,102035936,Greensboro,NC,27401,,,27401,Greensboro,NC,36.071135,-79.77468,-5,1,"36.071135, -79.77468"
686791,100693304,Greenville,SC,29609,,,29609,Greenville,SC,34.889217,-82.39364,-5,1,"34.889217, -82.39364"
907084,100913597,Normal,IL,61761,,,61761,Normal,IL,40.515485,-88.98629,-6,1,"40.515485, -88.98629"
1836612,102006707,Huntington Woods,MI,48070,,,48070,Huntington Woods,MI,42.482585,-83.16812,-5,1,"42.482585, -83.16812"
1869697,102036853,Lilburn,GA,30047,,,30047,Lilburn,GA,33.872371,-84.11655,-5,1,"33.872371, -84.11655"
2164793,102317035,Albuquerque,NM,87106,,,87106,Albuquerque,NM,35.078246,-106.61747,-7,1,"35.078246, -106.61747"
920179,100926692,Walkersville,MD,21793,,,21793,Walkersville,MD,39.484843,-77.34668,-5,1,"39.484843, -77.34668"
691327,100697840,Lowell,MI,49331,,,49331,Lowell,MI,42.944838,-85.34928,-5,1,"42.944838, -85.34928"
1864309,102033704,Verona,WI,53593,,,53593,Verona,WI,42.988593,-89.55543,-6,1,"42.988593, -89.55543"
854581,100861094,Dayton,OH,45420,,,45420,Dayton,OH,39.723909,-84.13453,-5,1,"39.723909, -84.13453"
1864732,102034052,Ventura,CA,93004,,,93004,Ventura,CA,34.278812,-119.16784,-8,1,"34.278812, -119.16784"
2342603,101018428,Semmes,AL,36575,,,36575,Semmes,AL,30.76635,-88.26553,-6,1,"30.76635, -88.26553"
2305861,101725646,Flint,MI,48507,,,48507,Flint,MI,42.973263,-83.70142,-5,1,"42.973263, -83.70142"
662926,100669439,Vienna,VA,22182,,,22182,Vienna,VA,38.922478,-77.2566,-5,1,"38.922478, -77.2566"
930706,100937219,Putnam,CT,,,,,,,,,,,
1431629,100759718,,,,,,,,,,,,,
