contactsaddressid,vanid,city_x,state_x,zip5,latitude_x,longitude_x,zip,city_y,state_y,latitude_y,longitude_y,timezone,daylight_savings_time_flag,geopoint
2136703,102293611,Watsonville,CA,95076,,,95076,Watsonville,CA,36.922902,-121.77224,-8,1,"36.922902, -121.77224"
2207037,100973632,Orlando,FL,32822,,,32822,Orlando,FL,28.494931,-81.28949,-5,1,"28.494931, -81.28949"
2236872,100922896,Orwell,OH,44076,,,44076,Orwell,OH,41.535437,-80.83514,-5,1,"41.535437, -80.83514"
2399841,101834067,North Bethesda,MD,20852,,,20852,Rockville,MD,39.0509,-77.12261,-5,1,"39.0509, -77.12261"
764835,100771348,South Portland,ME,4106,,,4106,South Portland,ME,43.631549,-70.27272,-5,1,"43.631549, -70.27272"
1667771,101001588,Alexandria,VA,22306,,,22306,Alexandria,VA,38.757214,-77.08666,-5,1,"38.757214, -77.08666"
1876202,102042720,Pleasanton,CA,94588,,,94588,Pleasanton,CA,37.68973,-121.89244,-8,1,"37.68973, -121.89244"
2216346,102136907,Saugerties,NY,12477,,,12477,Saugerties,NY,42.085634,-73.97685,-5,1,"42.085634, -73.97685"
2250132,101842933,Mountain View,CA,94040,,,94040,Mountain View,CA,37.380207,-122.08787,-8,1,"37.380207, -122.08787"
2289834,100971331,Washington,DC,20005,,,20005,Washington,DC,38.904461,-77.03088,-5,1,"38.904461, -77.03088"
2328986,100591472,Anoka,MN,55303,,,55303,Anoka,MN,45.247509,-93.418,-6,1,"45.247509, -93.418"
2355961,100923804,Austin,TX,78717,,,78717,Austin,TX,30.494623,-97.75687,-6,1,"30.494623, -97.75687"
1693451,100821462,Collierville,TN,38017,,,38017,Collierville,TN,35.057224,-89.67417,-6,1,"35.057224, -89.67417"
1870736,102037582,Medina,OH,44256,,,44256,Medina,OH,41.139849,-81.85646,-5,1,"41.139849, -81.85646"
717441,100723954,Leesburg,VA,20176,,,20176,Leesburg,VA,39.138978,-77.54519,-5,1,"39.138978, -77.54519"
1650762,101834015,Godfrey,IL,62035,,,62035,Godfrey,IL,38.947841,-90.2216,-6,1,"38.947841, -90.2216"
1654343,100878943,Coral Springs,FL,33076,,,33076,Pompano Beach,FL,26.30116,-80.2731,-5,1,"26.30116, -80.2731"
1671247,100782841,Bedford,MA,1730,,,1730,Bedford,MA,42.496679,-71.27504,-5,1,"42.496679, -71.27504"
2230615,100547452,Chicago,IL,60622,,,60622,Chicago,IL,41.900332,-87.66927,-6,1,"41.900332, -87.66927"
551476,100557989,Manheim,PA,17545,,,17545,Manheim,PA,40.168294,-76.4123,-5,1,"40.168294, -76.4123"
851934,100858447,Sellersburg,IN,47172,,,47172,Sellersburg,IN,38.387722,-85.75936,-5,1,"38.387722, -85.75936"
2183724,100865471,Wheat Ridge,CO,80215,,,80215,Denver,CO,39.744437,-105.10441,-7,1,"39.744437, -105.10441"
2232941,100874626,Syracuse,NY,13210,,,13210,Syracuse,NY,43.037166,-76.12653,-5,1,"43.037166, -76.12653"
2243413,100766248,Columbus,OH,43201,,,43201,Columbus,OH,39.990764,-83.00117,-5,1,"39.990764, -83.00117"
2312111,101678784,Miami,FL,33132,,,33132,Miami,FL,25.784326,-80.18753,-5,1,"25.784326, -80.18753"
2344057,100627575,Tallahassee,FL,32304,,,32304,Tallahassee,FL,30.446766,-84.32394,-5,1,"30.446766, -84.32394"
2364419,100544612,Laguna Beach,CA,92651,,,92651,Laguna Beach,CA,33.535325,-117.77192,-8,1,"33.535325, -117.77192"
554061,100560574,Laurel,MD,20707,,,20707,Laurel,MD,39.098475,-76.86571,-5,1,"39.098475, -76.86571"
619742,100626255,Ashburn,VA,20148,,,20148,Ashburn,VA,39.020637,-77.52276,-5,1,"39.020637, -77.52276"
2246537,100806542,Fairfax,VA,22031,,,22031,Fairfax,VA,38.859675,-77.26167,-5,1,"38.859675, -77.26167"
2249628,100574707,Rapid City,SD,57701,,,57701,Rapid City,SD,44.085288,-103.21335,-7,1,"44.085288, -103.21335"
2396539,100755467,Minneapolis,MN,55414,,,55414,Minneapolis,MN,44.980379,-93.23003,-6,1,"44.980379, -93.23003"
736743,100743256,Holland,OH,43528,,,43528,Holland,OH,41.626651,-83.73047,-5,1,"41.626651, -83.73047"
1263428,100565644,California,CA,,,,,,,,,,,
1627195,100668245,,,,,,,,,,,,,
1673213,101848489,Houston,TX,77096,,,77096,Houston,TX,29.674336,-95.48123,-6,1,"29.674336, -95.48123"
1684385,101858100,Houston,TX,77004,,,77004,Houston,TX,29.728779,-95.3657,-6,1,"29.728779, -95.3657"
1888540,102054720,Chicago,IL,60625,,,60625,Chicago,IL,41.971614,-87.70256,-6,1,"41.971614, -87.70256"
2347999,101840495,Madison,WI,53713,,,53713,Madison,WI,43.037647,-89.39154,-6,1,"43.037647, -89.39154"
859113,100865626,Franklin,TN,37069,,,37069,Franklin,TN,35.97706,-86.89653,-6,1,"35.97706, -86.89653"
963601,100970114,Hyattsville,MD,20783,,,20783,Hyattsville,MD,38.98941,-76.97294,-5,1,"38.98941, -76.97294"
1063834,100786050,Madison,CT,6443,,,6443,Madison,CT,41.298648,-72.60938,-5,1,"41.298648, -72.60938"
1169031,100817546,Virgilina,VA,,,,,,,,,,,
1645133,101829901,Portsmouth,NH,3801,,,3801,Portsmouth,NH,43.070188,-70.77684,-5,1,"43.070188, -70.77684"
1663970,101843925,Brooklyn,NY,11236,,,11236,Brooklyn,NY,40.640527,-73.90362,-5,1,"40.640527, -73.90362"
2166376,101827058,Tucson,AZ,85749,,,85749,Tucson,AZ,32.299275,-110.74419,-7,0,"32.299275, -110.74419"
